# POINT CLOUD FOR CEREBELLAR FLATMAP MAPPING
#
# Coordinates in millimeters, registered to the standard marmoset cerebellum atlas.
#
# X (Sagittal): world-space sagittal axis (mm)
#   — positive values increase toward patient right.
# Y (Coronal): world-space coronal axis (mm)
#   — positive values increase toward posterior side.
# Z (Axial): world-space axial axis (mm)
#   — positive values increase toward inferior (downward).
#
# Comments start with '#' as in standard CSV.
# Columns must appear in X, Y, Z order. Example headers:
#   X_sagittal, Y_coronal, Z_axial
#
# Standard atlas reference:
#   Schaeffer DJ, Klassen LM, Hori Y, et al. An open access resource for functional brain connectivity from fully awake marmosets. NeuroImage. 2022;252:119030. doi:10.1016/j.neuroimage.2022.119030
#
X_sagittal,Y_coronal,Z_axial
-11.72,-1.48,4.56
-0.71,1.02,1.24
4.8,2.25,5.36
-10.92,1.66,3.61
8.83,-9.27,11.32
0.33,1.86,1.86
-11.24,-11.08,2.33
-6.65,-8.7,4.28
10.58,-1.59,4.42
1.81,-10.13,12.53
-9.42,-1.92,11.73
-5.16,-6.89,8.64
-1.16,-4.84,4.43
-11.46,-6.77,4.87
-2.23,-10.88,8.84
-0.39,-3.65,10.98
-6.2,4.13,5.82
1.96,-1.78,7.64
5.85,-7.02,13.13
-6.38,4.0,9.67
2.71,-5.52,8.02
3.16,-0.34,1.27
10.46,-1.41,2.8
6.44,3.95,3.16
8.09,3.31,9.29
-0.37,-9.57,1.81
-7.58,-10.62,0.66
11.58,1.54,5.47
-8.9,3.14,10.68
-0.81,-3.78,10.31
-10.35,-0.46,11.75
10.35,-10.89,10.35
10.85,-8.37,9.14
5.05,-9.55,7.3
-3.69,-1.96,3.27
-5.95,-8.74,8.5
-5.69,-11.05,9.48
-8.95,-6.98,2.04
0.47,-0.68,8.45
-8.61,-2.35,1.66
-4.47,-6.5,8.18
2.86,1.94,2.55
5.24,-7.42,1.97
-11.39,-7.68,1.88
-1.79,-2.65,13.47
3.46,-4.03,8.92
8.21,-4.57,3.87
-0.72,-9.44,1.28
10.95,-3.58,8.03
-5.68,-7.71,2.34
-11.64,-5.47,11.54
-0.52,0.26,7.44
-5.91,3.68,10.79
7.51,0.94,5.99
-6.46,-5.25,10.44
-4.62,-2.1,10.18
6.74,0.48,8.39
4.95,-5.1,12.52
1.23,-6.01,8.7
4.7,-9.79,8.63
-2.06,0.31,4.71
-11.83,2.03,13.77
-11.69,-6.74,7.75
0.13,1.1,5.93
-9.99,-1.81,8.1
-10.75,1.11,2.35
10.86,-5.15,4.09
8.35,0.5,4.69
-8.37,-5.2,7.72
-11.94,-10.57,10.34
10.3,-2.81,4.41
-5.38,-4.43,2.21
-7.57,-7.81,8.36
4.39,2.93,12.65
-9.39,-5.63,6.31
-5.7,-11.4,7.15
11.09,-5.64,4.44
3.16,-4.93,11.98
0.35,2.42,1.99
-2.55,1.37,2.72
6.35,-8.7,14.76
-8.63,2.04,10.15
10.91,-7.89,8.2
8.4,-6.32,11.78
2.64,-10.77,14.71
-10.95,-11.13,3.01
4.61,-0.62,11.73
9.63,3.45,5.21
0.44,-3.78,10.86
-3.59,2.12,10.52
-9.12,1.28,14.74
5.89,-0.89,1.86
8.96,4.37,0.27
-9.59,1.42,11.1
5.98,-7.44,8.5
-11.56,1.2,10.27
10.9,-0.42,11.18
2.58,-5.35,7.41
1.1,-10.77,5.42
-4.96,-8.46,11.43
10.01,1.33,5.76
-5.67,-7.89,9.27
7.62,4.7,13.21
11.33,-0.4,2.54
6.56,-4.04,0.37
0.31,-2.48,3.97
-10.4,-1.8,11.82
-0.79,4.22,8.47
-1.6,-9.34,13.98
-7.17,-7.48,8.2
-1.95,-0.14,4.1
-3.5,-8.03,11.36
-8.09,2.58,9.79
-1.53,-6.24,12.16
-5.75,-9.02,9.94
0.38,-11.26,6.8
-11.13,-2.05,4.26
9.46,1.8,1.05
7.34,-7.46,4.71
1.1,3.35,0.91
8.18,0.67,6.48
10.79,-11.03,3.52
-9.35,-2.44,10.46
2.95,-2.53,3.44
11.63,-8.66,1.42
11.39,-6.44,12.42
2.3,-4.36,1.11
-8.93,-11.25,11.14
1.83,-9.54,13.74
-11.91,-9.3,1.8
-7.26,-5.69,8.37
10.64,0.5,6.8
-4.15,1.91,11.84
3.13,-9.32,9.29
-5.32,0.57,4.28
10.45,-0.79,0.26
5.26,2.9,7.25
-4.17,4.22,13.22
6.76,-9.97,13.39
-9.4,-10.7,2.06
-2.69,1.38,12.74
-6.73,-9.34,0.74
4.2,-8.79,1.58
-9.54,2.76,14.27
-2.57,3.71,5.86
-5.42,-6.71,1.27
0.01,2.09,7.07
-3.69,2.37,0.91
4.74,-1.89,0.48
-11.38,-2.55,8.4
3.03,-2.39,3.31
-6.51,-7.0,9.27
-5.61,-1.66,5.1
6.96,-7.97,2.16
10.63,-9.08,14.53
-4.48,-5.12,3.87
7.59,-0.2,1.14
-9.5,-1.62,4.29
3.03,4.15,3.89
5.79,-1.2,4.59
-8.27,-9.69,5.4
-1.89,-9.35,11.93
9.14,-10.5,1.11
-9.51,-8.85,5.39
-11.53,-2.01,1.75
2.0,2.02,14.5
-1.66,2.96,2.33
6.92,-5.34,7.2
9.87,-2.68,7.21
-4.89,1.53,11.58
-2.78,-6.82,4.19
-0.46,-2.05,10.95
1.94,-9.14,0.62
11.3,-4.05,13.7
4.52,-9.15,1.68
-2.75,-4.29,7.22
-5.72,-5.39,2.76
10.37,-4.78,5.59
-8.76,-7.97,9.56
5.07,-9.77,2.31
9.92,-7.43,4.44
3.75,-8.04,10.1
-1.96,0.28,12.5
-7.26,-0.01,8.85
-3.27,-2.24,7.83
4.75,-10.53,1.83
3.39,-2.55,2.37
9.98,-10.73,14.15
8.53,-11.75,0.28
7.33,-6.14,7.27
9.59,-8.02,11.22
-5.43,-2.07,3.29
-3.22,3.54,6.91
-2.98,0.03,7.4
1.29,0.83,4.02
3.84,3.92,13.0
-5.18,-1.41,13.67
-11.5,-2.35,11.12
-2.52,-1.95,0.37
-4.67,2.49,9.37
10.31,-5.54,3.61
9.04,1.3,4.12
8.38,-1.1,2.91
3.48,-6.94,8.55
-3.82,-11.83,6.73
1.01,-8.53,3.05
7.31,-0.3,13.78
-9.63,-2.32,3.71
6.98,-7.45,11.55
-10.99,-4.76,0.6
7.34,-0.95,2.9
7.13,-9.92,12.13
-10.75,-4.8,8.03
2.87,-5.06,9.62
-0.08,-2.94,6.47
-7.95,-3.29,6.57
-8.45,-5.88,2.06
6.32,0.75,2.72
1.46,-10.93,13.58
11.28,-11.46,6.88
11.26,-5.0,7.1
11.51,3.0,9.92
-9.16,-7.4,0.45
10.22,-9.17,7.97
-6.18,3.53,13.1
-1.13,-9.23,6.3
5.95,-5.76,6.23
-7.15,0.19,6.82
1.43,-7.68,12.66
-7.57,-8.2,9.1
-9.48,-5.38,11.09
-9.2,1.17,10.67
-3.51,3.24,0.98
-11.85,-11.53,14.42
-1.92,-9.29,10.49
3.74,4.04,8.66
-2.46,-2.1,0.9
-9.93,-2.8,13.57
-10.48,1.61,7.06
-5.39,-11.39,13.47
-7.96,-11.83,6.32
10.85,4.19,8.62
-8.38,1.86,13.22
7.08,0.5,6.93
1.9,-9.44,2.85
1.5,-4.05,6.41
0.15,3.69,5.78
11.01,3.62,10.85
-3.36,-11.9,12.45
6.67,0.58,0.4
1.17,-11.96,7.42
-2.61,4.48,4.12
10.63,-5.05,2.63
2.18,4.3,9.91
-9.15,-5.88,12.37
-2.09,-7.13,8.14
6.52,-6.75,3.05
4.44,0.22,11.15
9.7,-8.71,7.81
-5.83,2.46,11.92
5.96,-2.14,14.25
-1.09,4.23,6.33
1.6,4.52,4.87
10.62,-8.95,4.34
11.19,4.0,10.27
8.41,-11.28,14.35
-3.47,-11.59,4.39
9.03,3.8,6.95
3.14,4.11,8.61
-1.79,-9.59,14.09
-11.12,-4.63,3.83
6.25,-3.76,14.2
-0.09,2.39,7.85
6.63,-1.51,10.82
5.72,0.95,11.59
6.8,-3.91,2.63
-4.85,-1.17,14.39
6.97,0.29,14.41
1.01,0.34,12.82
-0.77,-12.03,12.49
4.0,-10.38,4.98
-11.46,-5.95,12.61
-9.54,-11.03,13.14
-5.05,-5.63,4.11
11.28,-5.52,2.72
-8.66,3.4,11.23
-4.14,-2.53,8.63
-10.75,-0.19,1.81
-4.13,2.84,6.04
-4.39,-4.63,5.06
10.42,-12.03,9.83
8.02,-7.27,6.34
-2.91,1.62,9.66
-11.37,3.09,11.85
7.69,-6.15,10.51
3.66,-7.12,9.21
-8.36,3.47,13.4
11.59,-6.16,3.84
-9.59,-1.1,7.61
8.54,-7.35,11.22
-5.0,-10.41,3.49
-1.67,-3.64,3.31
6.84,3.45,10.18
4.06,-1.67,11.57
10.21,-8.55,13.11
2.72,-0.6,6.75
-9.65,0.85,10.64
8.95,-6.67,2.72
6.22,-2.67,4.81
4.87,-0.6,9.42
-10.69,-9.37,2.39
-2.59,4.14,14.12
-8.0,-4.48,2.1
7.47,4.4,11.52
4.6,-8.88,4.87
8.92,-3.93,10.88
10.89,-9.27,6.12
6.36,-11.89,11.1
11.54,-8.06,13.31
2.57,-5.29,8.9
-11.08,-4.82,2.62
-11.62,2.83,14.05
-3.87,-1.38,7.97
7.51,-4.76,3.72
8.52,4.54,6.17
10.75,-1.74,10.71
-10.42,-6.64,13.82
-10.91,-0.45,13.4
9.63,-3.73,2.28
-4.75,2.74,12.9
1.23,3.0,8.81
11.26,-5.89,6.19
-2.49,-2.61,6.98
3.78,-7.6,11.78
-2.48,-1.53,12.51
6.2,4.61,9.79
0.52,1.93,1.09
-6.34,-5.9,11.98
-5.55,-10.46,0.61
-5.86,4.18,5.87
0.62,-5.51,6.69
4.66,-7.13,7.59
10.48,-6.75,3.96
4.45,-3.83,6.32
6.51,4.01,11.67
-7.97,4.52,4.18
-3.12,-7.09,12.05
-2.18,-6.16,0.42
4.27,-3.46,2.31
-4.97,-11.92,13.68
-4.79,-9.12,7.07
-3.55,3.67,0.98
7.2,-11.57,9.1
1.69,-10.36,6.86
-10.18,-4.99,1.53
-10.11,0.23,5.29
-3.18,-7.54,9.16
6.16,-6.92,9.35
4.32,-6.93,13.12
4.78,2.6,7.39
6.18,-8.26,1.76
-5.17,-2.61,1.89
1.0,4.74,6.29
0.88,0.18,2.93
5.52,-6.41,13.61
10.66,0.8,3.32
-5.39,3.97,5.7
6.79,-5.78,7.68
3.64,-0.17,5.04
1.76,-10.79,9.89
6.36,2.98,9.03
10.36,-10.44,13.88
-11.09,-5.79,12.32
-8.48,-2.95,9.0
5.92,-7.63,6.73
-9.98,-1.15,9.17
0.24,-2.75,9.29
-6.76,-0.01,4.15
-5.48,-6.11,2.82
4.63,-2.89,7.78
-11.25,1.58,4.7
8.69,1.56,5.83
-1.45,-0.06,0.26
-0.08,-2.96,10.14
0.81,-0.75,1.08
3.3,-10.6,10.92
-3.81,-4.14,3.26
-9.57,2.39,2.63
-4.43,-1.86,8.96
-7.99,3.76,14.52
1.19,-7.66,6.37
-4.44,-10.44,12.86
10.69,-1.53,1.14
10.87,-10.53,7.63
2.7,1.08,10.14
2.64,-7.75,5.69
11.33,-3.01,2.12
9.02,1.57,0.46
6.13,1.18,5.86
-4.55,-3.73,11.02
-3.32,4.33,14.62
-7.2,-3.7,6.96
-0.44,-7.38,4.52
11.45,-6.98,5.27
9.6,0.43,1.57
-9.16,-4.72,6.78
-11.36,-5.02,9.35
9.28,-11.72,9.29
0.74,-6.93,0.43
-7.23,2.39,9.44
3.97,1.44,9.91
3.27,0.48,7.53
-9.07,-11.67,13.96
-5.82,-11.61,3.99
-10.54,-6.83,12.61
-7.0,-4.09,2.77
-8.83,3.22,4.04
-7.39,-5.6,3.22
4.24,-7.21,13.09
-10.79,-2.46,11.76
-9.55,3.31,6.78
-8.79,0.35,5.73
-4.48,2.33,0.43
-4.9,-9.0,10.43
-5.93,-9.95,14.25
5.78,-2.92,11.54
11.63,-0.34,3.62
0.66,3.98,4.08
10.36,-5.82,6.38
-2.58,-6.24,6.16
-9.44,-3.39,3.61
-2.3,-0.55,11.73
-4.96,-2.55,11.65
-0.3,0.09,10.5
3.57,-5.67,0.31
-1.06,2.42,13.56
10.15,-8.99,5.14
8.96,-6.75,0.66
4.63,0.94,9.5
-0.38,-6.42,10.95
-8.85,-0.84,9.98
-2.57,-7.23,5.92
4.69,-8.92,12.74
-5.23,-7.01,5.42
-9.5,2.84,8.06
9.5,-4.32,13.62
4.8,-8.27,10.81
2.59,-6.66,1.61
6.77,-12.01,11.52
7.79,0.64,13.33
-0.53,-8.27,12.22
8.87,-2.01,7.16
9.7,-11.64,12.22
-5.54,1.96,1.34
2.4,-8.91,3.93
0.49,-11.98,12.83
0.76,-7.0,0.84
10.21,3.4,6.02
-4.75,-7.65,12.73
11.29,-3.6,6.71
9.37,-5.22,1.47
-1.12,-7.12,6.91
7.36,3.52,10.87
6.22,1.2,4.83
4.07,0.74,13.4
-4.4,-3.22,13.9
-7.32,1.8,2.68
3.91,-4.36,1.6
7.97,-4.24,4.59
-11.58,-3.76,7.05
3.24,-8.08,2.52
-1.49,3.46,3.75
9.27,-7.71,13.79
-4.36,-8.73,10.62
-0.75,-7.96,8.92
0.21,1.67,10.52
-8.64,0.85,0.28
4.89,-4.88,2.35
7.67,-11.83,10.28
-10.59,4.33,10.62
-5.07,-9.83,12.63
-11.06,2.24,8.74
10.65,1.07,8.33
3.81,3.7,6.01
10.83,0.93,12.1
0.6,-6.49,12.61
7.0,-8.16,6.8
-3.11,-5.71,5.69
-3.6,-8.65,0.97
-3.02,0.03,11.74
3.59,1.83,10.01
-3.46,-1.2,6.62
9.32,-8.93,7.57
11.28,-11.43,13.25
-11.24,-2.31,12.98
-7.38,-4.29,2.84
-9.31,-8.7,12.57
-10.96,-5.88,7.64
-6.58,-2.96,1.78
-1.4,-1.43,4.76
7.83,-4.05,10.21
-6.72,4.26,13.21
-0.28,-11.28,1.81
10.02,-1.0,9.09
3.81,3.22,10.09
6.91,-8.09,4.25
1.07,-8.47,11.23
11.22,0.75,1.74
1.96,-3.89,3.72
-10.88,4.61,0.25
-7.28,-2.16,7.54
-2.39,3.45,4.07
2.25,-11.85,1.37
6.29,-9.46,13.03
-2.19,-0.56,3.12
4.83,-5.06,8.48
6.71,1.98,4.18
-4.46,-4.85,8.92
11.19,-0.08,9.74
3.4,-2.55,10.78
8.87,-10.05,4.53
1.18,0.0,0.93
5.57,-0.19,12.69
6.26,-10.12,14.31
9.51,-2.62,13.11
-8.41,-6.42,1.44
1.24,-4.35,11.64
-1.83,-4.96,7.3
9.86,-10.3,9.42
-9.48,-9.41,9.12
11.27,-10.6,8.01
8.74,-8.83,10.04
-10.21,2.26,9.19
-0.35,-11.65,8.62
5.0,-4.81,2.31
5.49,1.4,12.8
9.47,-10.38,11.18
6.95,-8.23,14.24
-4.61,0.16,11.74
-0.18,-1.18,8.7
4.63,-2.6,13.56
-8.69,-9.18,9.74
-7.37,1.29,4.74
-0.59,-9.68,2.79
-4.91,-9.8,9.01
8.43,1.3,10.93
1.9,-5.86,12.21
-3.72,-6.81,4.38
8.11,-7.38,13.34
7.07,-6.6,8.63
11.64,-6.34,10.74
8.07,-0.36,11.97
-2.16,-8.02,13.76
-8.95,-6.59,4.45
7.91,0.98,5.94
-10.55,3.28,13.31
-3.68,-1.76,12.36
9.78,-10.29,6.04
10.75,-2.96,7.03
3.18,-1.51,10.65
4.32,-6.78,1.13
-10.96,1.85,5.57
0.2,1.08,3.23
0.97,-2.39,7.77
-3.92,-9.62,11.45
-10.34,-0.34,2.13
-6.55,2.98,14.57
-3.5,-7.86,7.02
-1.67,4.05,11.46
2.01,0.9,5.36
5.12,-7.01,7.33
-4.45,-1.7,14.25
-4.18,-6.89,10.26
-11.49,-10.39,0.61
-10.99,1.79,3.61
-5.87,-0.87,4.0
5.54,-1.74,14.16
2.89,-9.67,11.41
6.24,-5.72,10.09
6.22,2.67,1.25
8.29,-9.32,11.91
5.07,-11.26,2.88
11.18,-8.85,2.4
9.29,-7.86,12.86
1.91,1.11,0.31
1.94,-1.17,1.16
-11.15,-11.77,13.59
11.65,-11.77,3.89
-8.85,-2.54,11.48
5.54,-1.42,9.78
7.45,-9.95,1.87
-3.14,-1.8,11.78
-7.31,-8.02,3.25
-9.63,-6.4,10.34
5.74,-5.19,5.77
-1.26,-10.11,8.15
4.91,4.12,13.98
9.68,4.3,4.0
-8.49,-4.58,4.61
9.77,-7.73,4.49
-2.23,4.04,5.61
-4.74,1.68,8.61
10.33,0.11,11.86
11.46,-4.3,13.21
-7.26,-5.16,1.13
3.57,1.03,9.68
-9.44,-3.33,8.84
3.43,-0.96,8.97
7.6,-2.55,11.76
4.22,-0.1,13.86
-2.09,-10.48,11.1
-2.9,-5.72,2.73
-2.67,-9.25,14.1
1.98,-7.99,12.8
8.88,-8.69,4.59
10.0,-3.6,2.02
-10.69,-11.74,11.94
-7.67,4.13,14.42
-9.31,-3.34,2.09
-7.39,-11.18,9.7
-3.77,-0.6,0.38
0.01,-7.54,0.76
2.92,-10.27,11.64
5.35,1.89,12.08
9.08,-8.74,5.31
11.42,-10.3,6.74
3.71,-11.1,11.56
8.02,0.18,12.69
6.43,-1.05,4.25
-4.69,-11.92,11.63
8.74,-8.34,3.16
-10.95,-0.22,6.74
-11.95,-9.5,10.68
-5.49,-2.37,10.2
-1.04,-8.48,7.53
3.13,-4.51,9.97
-9.55,2.51,0.97
3.95,-6.98,4.43
6.99,-0.54,3.38
-7.58,-4.7,1.43
-2.15,-10.44,3.26
0.33,-6.0,12.73
-1.28,2.07,13.25
6.95,4.29,7.98
10.75,2.14,7.27
6.93,-9.33,6.97
-10.12,-6.26,14.17
7.07,1.9,13.9
-10.39,-2.75,3.38
-6.38,0.98,1.62
-8.34,1.01,1.03
-7.29,-10.87,5.43
0.53,-6.31,6.3
3.92,-4.01,3.84
-0.84,3.82,13.6
10.73,3.03,12.4
-6.28,-4.95,11.05
6.08,-10.45,7.27
8.61,-5.26,13.11
1.33,-3.06,13.96
-1.17,3.13,13.13
2.13,-7.11,4.03
-1.82,-6.87,12.79
1.16,-1.52,5.33
-2.1,-3.57,2.03
-2.49,-8.77,11.04
4.48,-9.63,11.99
-9.76,-3.84,14.57
-8.02,1.03,7.22
8.16,1.02,3.88
6.27,4.33,1.19
-5.31,-5.63,6.24
-3.04,-5.47,8.62
9.93,-12.03,7.45
7.38,1.88,2.6
2.56,-1.2,5.63
-6.72,0.87,13.57
-10.91,-4.15,6.91
-1.77,3.4,7.68
3.94,-11.57,7.09
7.63,-10.12,5.83
8.2,-5.74,1.12
-11.19,-10.63,3.57
-6.19,-10.58,7.5
-3.94,-2.54,8.73
-7.5,-8.43,7.18
7.02,-1.53,5.52
6.18,3.55,11.91
0.26,1.78,10.33
11.28,-7.89,13.97
-8.55,-10.55,0.64
9.31,3.9,11.04
-9.21,4.65,1.13
-8.1,-5.77,4.47
4.5,-4.32,13.56
-9.37,-9.62,11.5
1.42,-0.13,9.85
-2.03,-4.97,6.04
5.26,1.43,0.96
9.33,-2.36,4.02
6.24,-11.34,7.22
8.13,-6.43,6.38
-11.18,1.52,6.89
-4.63,-0.5,0.68
0.22,-1.43,9.43
-2.13,-0.76,6.79
-6.49,-1.9,0.48
-4.68,-1.29,13.88
10.39,-1.64,3.11
-5.01,-3.1,2.7
-3.59,0.67,11.2
-11.87,-5.85,5.3
8.02,-4.08,9.12
-8.3,-5.32,0.33
-7.13,-8.55,6.5
-5.93,-6.65,0.6
8.95,-11.14,3.28
-7.08,-6.59,3.07
6.89,-5.5,14.34
7.14,-10.49,4.63
9.95,-8.36,12.43
-9.23,-7.87,6.35
-6.82,-8.24,12.76
5.6,-6.18,9.86
-7.33,-9.63,0.34
-5.19,0.23,1.86
-8.02,-6.3,0.7
-7.88,-10.0,1.55
-0.58,-2.09,3.44
-9.37,-9.04,11.65
-4.36,-11.08,10.89
-1.88,-9.32,3.79
-11.38,-5.0,5.91
-2.78,-0.41,12.72
-9.73,-1.28,1.29
-0.29,-11.97,8.44
7.56,1.27,1.91
7.39,-6.42,14.67
-10.06,-0.64,6.65
2.25,-11.51,13.53
7.77,-5.44,2.46
-6.33,-11.73,14.62
6.05,1.65,1.1
9.1,-8.92,1.1
7.1,-0.73,12.19
-9.42,-7.41,11.52
-11.75,-9.79,3.84
-7.43,3.57,3.82
-5.57,-2.06,7.1
2.61,2.9,13.94
-2.88,-6.91,9.33
4.67,1.88,12.33
-3.61,3.76,12.83
-8.31,-5.42,2.19
-4.57,3.13,8.64
8.95,-6.43,14.57
10.7,-6.61,1.63
-7.05,4.67,6.68
6.68,3.94,11.35
-5.5,-8.22,14.61
9.01,2.0,1.98
-8.05,-6.31,6.11
3.78,4.39,11.17
-9.97,2.22,8.87
11.06,3.14,13.0
4.6,-2.42,1.72
7.94,-7.12,8.12
1.44,-8.74,9.09
-0.69,-3.19,12.06
2.74,-0.78,12.52
0.54,0.4,7.12
-0.86,-9.2,9.01
5.99,-3.06,0.35
-7.75,-4.73,10.24
-7.91,-8.56,0.46
-1.75,-2.77,9.64
-4.38,-7.42,7.59
-10.21,-3.07,14.09
8.0,-8.7,2.61
6.28,3.06,5.81
0.9,-6.38,12.69
11.19,-1.81,7.7
-10.24,-10.01,12.07
6.16,-1.48,7.61
-5.66,-7.49,10.15
-3.25,4.01,13.04
-6.78,-5.44,1.04
6.69,-1.86,13.03
-8.55,-8.43,2.84
7.9,2.41,11.21
3.68,1.45,8.46
-10.56,-7.93,5.07
7.21,3.25,14.16
2.88,-11.39,12.46
9.43,0.58,4.39
5.74,-4.37,3.18
1.3,1.98,5.45
7.82,-4.24,5.06
-5.39,-10.96,2.56
0.97,-8.25,13.85
-5.02,4.65,13.13
10.93,-6.45,12.94
-6.61,-9.37,6.86
-11.59,1.48,11.7
-4.26,-11.3,5.47
-0.08,-10.94,12.74
-11.29,-7.06,13.4
1.26,-11.26,8.06
8.71,4.67,7.15
4.7,-0.45,7.97
2.77,-3.33,3.7
10.64,1.47,1.57
10.69,-0.93,5.86
7.53,-9.15,11.62
2.41,-8.37,10.14
-0.43,2.52,12.45
-11.65,-6.4,6.8
2.37,-4.54,2.04
11.42,-5.49,7.83
7.38,-11.19,0.81
-3.91,-0.22,6.5
-8.37,-2.99,3.16
6.58,-0.7,12.5
5.63,-7.39,2.11
10.9,-5.22,7.13
8.72,-8.82,5.83
1.18,-5.01,12.51
-9.57,-1.08,8.39
-0.53,3.81,7.14
-4.54,-0.91,8.9
0.15,-3.24,3.61
-4.83,-5.07,7.81
8.41,-10.29,5.32
8.0,-4.05,1.82
-4.5,-9.45,11.73
2.21,-2.28,5.48
-1.79,0.21,4.29
9.53,3.84,0.25
-7.53,-7.07,0.79
4.53,-5.39,3.9
10.98,-8.99,5.02
-7.82,2.69,10.39
-7.19,1.78,5.59
4.44,0.96,11.81
6.46,-11.1,8.77
-0.36,-2.71,5.33
2.45,-8.11,2.53
-6.93,-10.05,0.26
-0.69,1.07,5.8
-9.31,-8.51,6.15
-4.36,-3.65,5.52
-5.23,-3.22,11.89
-1.45,-8.48,1.63
10.03,-3.79,1.91
-7.67,-11.17,3.63
-2.47,-12.06,7.7
2.59,2.73,10.78
10.42,-5.08,13.36
-8.81,3.18,4.12
9.74,-3.72,2.1
-10.04,-4.82,7.63
-0.6,-7.09,4.59
-1.21,-10.69,14.53
-7.0,-6.86,0.82
-3.75,-1.84,3.01
-1.22,0.75,11.18
8.49,-2.97,5.85
10.62,0.68,8.4
0.31,-9.41,12.08
8.61,-2.26,9.92
2.42,2.77,9.0
-3.71,-8.4,10.14
-7.37,-8.24,1.17
-2.19,0.51,1.66
0.4,1.58,9.06
-10.91,-7.89,5.58
-8.51,-6.49,14.7
2.23,-1.45,12.16
-6.64,-5.37,13.69
7.83,-1.58,2.86
-4.23,-3.72,9.31
-9.48,0.94,0.64
-9.99,2.15,10.91
10.19,2.45,0.85
-9.17,-1.79,10.03
-8.63,-1.77,3.32
8.43,-4.51,8.82
-5.95,-11.6,4.25
3.78,-7.03,0.57
7.35,-10.99,10.19
2.39,-4.71,6.75
10.68,2.21,10.76
4.8,-2.03,1.06
-9.29,-0.71,7.94
1.24,-8.9,1.03
5.02,-7.66,2.33
7.0,-9.32,11.63
-11.34,2.1,3.56
5.03,-7.35,1.6
7.56,-2.61,2.3
5.7,-9.69,2.29
0.15,-9.98,12.49
-1.13,-6.22,8.81
1.03,-6.51,11.74
4.7,-6.54,3.97
9.86,-1.96,9.33
2.63,-6.75,13.29
9.03,0.85,7.99
4.62,-10.54,12.88
-10.34,-6.6,3.41
-0.12,-0.82,14.28
-5.19,-1.93,1.4
-5.22,-10.05,11.29
-3.55,-4.68,3.17
-4.52,-6.87,1.94
1.72,-1.44,8.36
4.2,-9.88,4.84
-5.61,-0.79,3.47
-8.89,-4.27,6.62
-10.57,-7.44,14.59
1.65,0.5,9.43
-7.56,-8.9,4.29
-11.74,-9.5,14.56
9.97,-11.8,4.29
0.74,2.41,10.69
-9.77,-3.79,4.06
7.97,-3.38,11.48
11.28,-10.13,9.59
-1.36,-10.25,8.56
-10.96,-6.45,6.9
-9.18,-3.39,3.77
-2.94,-0.29,9.09
8.97,-3.67,12.94
-8.46,1.91,0.69
7.52,-5.72,10.88
-11.61,-11.59,13.02
-1.15,-4.9,9.2
3.27,-10.63,3.99
-10.53,-6.65,5.34
2.57,4.49,11.11
10.37,2.34,5.57
-8.17,-8.09,0.36
5.29,-5.74,1.77
2.44,-4.82,4.38
-7.58,0.77,5.95
-11.81,-11.5,5.53
-11.74,-11.41,11.95
0.62,-10.09,3.46
10.33,-1.5,6.2
3.27,-5.1,12.06
4.93,2.2,11.76
-0.29,-7.29,3.22
1.8,-3.84,5.53
-8.97,-0.19,2.51
8.77,-2.9,1.55
6.03,-6.74,8.29
11.64,-9.5,4.88
-4.92,-2.98,7.7
-6.59,-9.67,8.78
-9.0,3.72,9.04
10.83,-2.99,13.9
6.5,-9.12,3.65
-8.03,0.05,13.28
1.11,-10.32,0.99
-2.18,0.9,0.68
-8.38,-4.38,1.82
-8.13,-9.83,9.59
10.82,-11.43,7.94
-4.75,4.63,2.59
10.3,-7.45,2.39
-10.17,3.94,7.93
-1.07,-3.63,14.16
-8.9,-3.61,2.89
-11.85,-10.53,4.0
1.13,3.91,1.99
-9.27,0.25,8.87
5.11,-3.35,13.7
4.54,-10.04,3.7
-7.79,-9.11,7.1
10.3,-4.8,13.42
5.09,-5.97,10.52
-4.92,-2.68,7.91
4.81,-10.78,9.52
5.34,-11.38,10.85
-3.87,-3.47,10.82
-3.08,-11.58,7.28
-3.47,-11.06,4.33
2.62,-5.74,3.23
9.33,-11.02,13.58
-7.87,-5.58,1.09
8.73,-8.0,5.13
-11.31,-8.91,10.26
3.65,-5.26,8.95
-2.16,-10.05,6.53
6.75,-6.19,1.75
5.09,-4.75,2.27
-0.61,1.88,10.35
3.26,3.61,7.26
-0.1,-6.88,5.17
